"PublisherIC";"PublisherName";"Region";"NumberOfEmployees"
48135453;"Vyšší policejní škola a Střední policejní škola Ministerstva vnitra v Praze";"Praha";100
48664928;"Dům dětí a mládeže, Kolín, Pražská 161";"Středočeský kraj";25
49207261;"Městský ústav sociálních služeb Klatovy, příspěvková organizace";"Plzeňský kraj";100
49207300;"Domov pro osoby se zdravotním postižením Bystřice nad Úhlavou, příspěvková organizace";"Plzeňský kraj";50
49314645;"Gymnázium Vysoké Mýto";"Pardubický kraj";25
49366076;"SPRÁVA PRAŽSKÉHO HRADU";"Praha";250
49451871;"Vodovody a kanalizace Kroměříž, a.s.";"Zlínský kraj";200
49457543;"Městské kulturní středisko Tišnov";"Jihomoravský kraj";25
60116820;"Vyšší odborná škola a Střední průmyslová škola, Jičín, Pod Koželuhy 100";"Královéhradecký kraj";50
60128071;"Domov pro seniory Havlíčkův Brod, příspěvková organizace";"Kraj Vysočina";50
60162694;"Ministerstvo obrany";"Praha";5000
60193468;"MERO ČR, a.s.";"Středočeský kraj";100
60371757;"Gymnázium J.A.Komenského a Jazyková škola s právem státní jazykové zkoušky Uherský Brod";"Zlínský kraj";50
60418435;"Gymnázium Třebíč";"Kraj Vysočina";50
60436115;"Základní škola nám. Curieových";"Praha";50
60461446;"Akademie výtvarných umění v Praze";"Praha";100
60498005;"Tiskárna Ministerstva vnitra";"Praha";50
60498021;"Správa uprchlických zařízení Ministerstva vnitra";"Praha";500
60555980;"Středisko služeb školám a Zařízení pro další vzdělávání pedagogických pracovníků Brno, příspěvková organizace";"Jihomoravský kraj";50
60711086;"Technické služby Zlín, s.r.o.";"Zlínský kraj";200
60780495;"Základní umělecká škola Franze Schuberta Zlaté Hory";"Olomoucký kraj";6
60869054;"Střední zemědělská škola, Písek, Čelakovského 200";"Jihočeský kraj";50
60869861;"Vyšší odborná škola lesnická a Střední lesnická škola Bedřicha Schwarzenberga, Písek, Lesnická 55";"Jihočeský kraj";50
61392979;"Centrum sociálních služeb Kyjov, příspěvková organizace města Kyjova";"Jihomoravský kraj";25
61715999;"Střední odborná škola Luhačovice";"Zlínský kraj";50
61750883;"Střední průmyslová škola, Klatovy, nábřeží Kpt. Nálepky 362";"Plzeňský kraj";50
61894605;"Základní škola a Mateřská škola Kladno, Doberská 323";"Středočeský kraj";50
61989151;"Mateřská škola, Ostrava-Poruba, Čs. exilu 670, příspěvková organizace";"Moravskoslezský kraj";25
62075985;"Mateřská škola, Základní škola a Praktická škola Boskovice, příspěvková organizace";"Jihomoravský kraj";25
62156624;"Základní škola Brno, Jana Babáka 1, příspěvková organizace";"Jihomoravský kraj";50
62157299;"Základní škola Brno, Štolcova, příspěvková organizace";"Jihomoravský kraj";50
62157787;"Základní škola a mateřská škola logopedická, Brno, Veslařská 234";"Jihomoravský kraj";100
62158384;"Diagnostický ústav pro mládež, středisko výchovné péče a školní jídelna, Brno, Veslařská 246";"Jihomoravský kraj";50
62242504;"DOPRAVNÍ PODNIK měst Mostu a Litvínova, a.s.";"Ústecký kraj";500
62444042;"Gymnázium Jiřího z Poděbrad, Poděbrady, Studentská 166";"Středočeský kraj";50
62497847;"MĚSTSKÉ LESY VIMPERK s.r.o.";"Plzeňský kraj";10
62540009;"Gymnázium a Obchodní akademie Pelhřimov";"Kraj Vysočina";50
62540041;"Gymnázium dr. A. Hrdličky, Humpolec, Komenského 147";"Kraj Vysočina";25
62690400;"Střední škola profesní přípravy, Hradec Králové";"Královéhradecký kraj";50
62731882;"Školské zařízení pro další vzdělávání pedagogických pracovníků Královéhradeckého kraje, Hradec Králové, Štefánikova 566";"Královéhradecký kraj";10
62769707;"Základní umělecká škola, Přívozní 1036, Lovosice";"Ústecký kraj";25
62933591;"AGENTURA OCHRANY PŘÍRODY A KRAJINY ČESKÉ REPUBLIKY";"Praha";500
63509831;"Obytná zóna Sylván a.s.";"Plzeňský kraj";50
64040402;"Základní škola, Liberec, U Školy 222/6,příspěvková organizace";"Liberecký kraj";25
64095410;"Vlastivědné muzeum Jesenicka, příspěvková organizace";"Olomoucký kraj";10
64609812;"Distribuce tepla Třinec, a.s.";"Moravskoslezský kraj";20
64628019;"Okresní soud Jeseník";"Olomoucký kraj";25
64885127;"Městské kulturní středisko ve Stříbře, příspěvková organizace";"Plzeňský kraj";6
64949681;"T-Mobile Czech Republic a.s.";"Praha";4000
65138091;"DISTEP a.s.";"Moravskoslezský kraj";50
65353650;"Střední škola, základní škola a mateřská škola pro zdravotně znevýhodněné, Brno, Kamenomlýnská 2";"Jihomoravský kraj";100
65890698;"Mateřská škola Havířov-Město U Stromovky 60";"Moravskoslezský kraj";10
66002222;"Ministerstvo pro místní rozvoj";"Praha";500
66003008;"Ministerstvo dopravy";"Praha";500
66181500;"Mateřská škola Olomouc, Blanická 16";"Olomoucký kraj";10
66610702;"Střední průmyslová škola Třebíč";"Kraj Vysočina";100
67439918;"Střední škola informatiky a služeb, Dvůr Králové nad Labem, Elišky Krásnohorské 2069";"Královéhradecký kraj";50
67985955;"Filosofický ústav AV ČR, v.v.i.";"Praha";200
67985998;"Národohospodářský ústav AV ČR, v.v.i.";"Praha";100
68378050;"Ústav molekulární genetiky AV ČR, v.v.i.";"Praha";500
68378637;"Kancelář generálního komisaře účasti České republiky na Všeobecné světové výstavě EXPO, příspěvková organizace";"Praha";1
68784562;"17. základní škola a mateřská škola Plzeň, Malická 1, příspěvková organizace";"Plzeňský kraj";50
68899106;"Základní umělecká škola Pavla Kalety, Český Těšín, příspěvková organizace";"Moravskoslezský kraj";50
69459096;"Dům dětí a mládeže, Klatovy, ul. 5. května 109";"Plzeňský kraj";10
69459100;"Dům dětí a mládeže, Nýrsko, prap. Veitla 23";"Plzeňský kraj";10
69764051;"Základní umělecká škola Josefa Suka Benešov, Žižkova 471";"Středočeský kraj";50
69781745;"Fakultní základní škola a mateřská škola Barrandov II při PedF UK, Praha 5 - Hlubočepy, V Remízku 7/919";"Praha";100
70106975;"Český telekomunikační úřad";"Praha";500
70259925;"Střední průmyslová škola, Přerov, Havlíčkova 2";"Olomoucký kraj";25
70837911;"Pražská konzervatoř, Praha 1, Na Rejdišti 1";"Praha";250
70842523;"Základní škola a Mateřská škola, Tachov, Petra Jilemnického 1995";"Plzeňský kraj";25
70842612;"Základní škola speciální a Praktická škola Černovice";"Kraj Vysočina";25
70872783;"Palata - Domov pro zrakově postižené";"Praha";100
70873241;"Centrum sociální a ošetřovatelské pomoci v Praze 10, příspěvková organizace";"Praha";250
70877564;"Základní škola Kutná Hora, Kamenná stezka 40";"Středočeský kraj";25
70890749;"Kraj Vysočina";"Kraj Vysočina";500
70891095;"Středočeský kraj";"Praha";1000
70891508;"Liberecký kraj";"Liberecký kraj";250
70925038;"Základní škola ,Chrudim, Školní náměstí 6";"Pardubický kraj";50
70926646;"Městská knihovna v Milevsku";"Jihočeský kraj";10
70933901;"Základní škola Ostrava, Gebauerova 8, příspěvková organizace";"Moravskoslezský kraj";50
70940088;"Základní škola Kravaře, příspěvková organizace";"Moravskoslezský kraj";50
70947996;"Správa silnic Královéhradeckého kraje";"Královéhradecký kraj";25
70950164;"Krajská knihovna Vysočiny";"Kraj Vysočina";25
70978328;"Základní škola a mateřská škola Ostrava - Zábřeh, Volgogradská 6B, příspěvková organizace";"Moravskoslezský kraj";50
70984662;"Mateřská škola, Ostrava - Poruba, Ukrajinská 1530-1531, příspěvková organizace";"Moravskoslezský kraj";25
70984697;"Mateřská škola , Ostrava - Poruba, V. Makovského 4429, příspěvková organizace";"Moravskoslezský kraj";25
70984859;"Základní škola Kraslice, Opletalova 1121, příspěvková organizace";"Karlovarský kraj";20
70994234;"Správa železniční dopravní cesty, státní organizace";"Praha";10000
70997241;"SENIOR centrum Blansko, příspěvková organizace";"Jihomoravský kraj";100
71001131;"Základní škola Jana Palacha v Kutné Hoře";"Středočeský kraj";25
71009311;"Krajská hygienická stanice kraje Vysočina se sídlem v Jihlavě";"Kraj Vysočina";100
71185208;"Katastrální úřad pro Vysočinu";"Kraj Vysočina";250
71197052;"Zámek Dolní Životice, příspěvková organizace";"Moravskoslezský kraj";100
71214747;"Sportovní a rekreační areál Kraví hora, příspěvková organizace";"Jihomoravský kraj";25
71234462;"Domov Kladno-Švermov, poskytovatel sociálních služeb";"Středočeský kraj";100
71235868;"Centrum sociálních služeb Děčín, příspěvková organizace";"Ústecký kraj";100
72050365;"Technologická agentura ČR";"Praha";100
72053666;"Karlovarská agentura rozvoje podnikání, příspěvková organizace";"Karlovarský kraj";10
72546522;"Kancelář finančního arbitra";"Praha";50
72549246;"Dům dětí a mládeže Jihlava, příspěvková organizace";"Kraj Vysočina";10
72549581;"Vyšší odborná škola, Střední průmyslová škola a Střední odborná škola řemesel a služeb, Strakonice, Zvolenská 934";"Jihočeský kraj";100
72742101;"Mateřská škola \"Sluníčko\", Liberec, Bezová 274/1, příspěvková organizace";"Liberecký kraj";10
72742186;"Mateřská škola \"Korálek\" Liberec, Aloisina Výšina 645/55, příspěvková organizace";"Liberecký kraj";10
72743212;"Základní škola,Liberec,Ještědská 354/88,příspěvková organizace";"Liberecký kraj";50
75023920;"Základní škola, Šlapanice, okres Brno-venkov, příspěvková organizace";"Jihomoravský kraj";100
75027411;"Základní škola Ostrava - Vítkovice, Šalounova 56, příspěvková organizace";"Moravskoslezský kraj";50
75029863;"Mateřská škola Harmonie, Ostrava-Hrabůvka, Zlepšovatelů 27, příspěvková organizace";"Moravskoslezský kraj";25
75059151;"Střední škola živnostenská Sokolov, příspěvková organizace";"Karlovarský kraj";100
75073331;"Správa jeskyní České republiky";"Středočeský kraj";200
75080559;"Středisko volného času, Ostrava - Moravská Ostrava, příspěvková organizace";"Moravskoslezský kraj";20
75082241;"Regionální rada regionu soudržnosti Jihovýchod";"Jihomoravský kraj";25
75112817;"ARCHIV BEZPEČNOSTNÍCH SLOŽEK";"Praha";100
75151472;"Krajské ředitelství policie hlavního města Prahy";"Praha";5000
75151545;"Krajské ředitelství policie Královéhradeckého kraje";"Královéhradecký kraj";2000
75154960;"Zdravotnické zařízení MInisterstva vnitra";"Praha";500
86652036;"Biotechnologický ústav AV ČR, v.v.i.";"Středočeský kraj";100
